Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,LOGRET_16,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2022-10-03 09:30:00-04:00,138.2100067138672,141.05999755859375,137.68499755859375,140.89999389648438,30857431,0.0,0.0,,,,,
2022-10-03 10:30:00-04:00,140.91000366210938,141.5850067138672,140.77000427246094,140.82220458984375,14648705,0.0,0.0,,,,,
2022-10-03 11:30:00-04:00,140.82229614257812,141.25999450683594,140.0800018310547,140.9199981689453,10113895,0.0,0.0,,,,,
2022-10-03 12:30:00-04:00,140.91000366210938,142.17999267578125,140.81500244140625,142.0,11395010,0.0,0.0,,,,,
2022-10-03 13:30:00-04:00,142.0,142.97000122070312,141.8800048828125,142.88499450683594,9769829,0.0,0.0,,,,,
2022-10-03 14:30:00-04:00,142.8800048828125,143.07000732421875,142.4499969482422,142.90499877929688,14343788,0.0,0.0,,,,,
2022-10-03 15:30:00-04:00,142.89999389648438,143.02000427246094,142.22000122070312,142.52000427246094,10865050,0.0,0.0,,,,,
2022-10-04 09:30:00-04:00,145.02999877929688,146.10000610351562,144.5,145.72000122070312,22873405,0.0,0.0,,,,,
2022-10-04 10:30:00-04:00,145.72000122070312,146.22000122070312,145.0399932861328,145.22999572753906,13686825,0.0,0.0,,,,,
2022-10-04 11:30:00-04:00,145.22999572753906,145.7899932861328,144.9600067138672,145.47500610351562,8523497,0.0,0.0,,,,,
2022-10-04 12:30:00-04:00,145.4709014892578,145.60000610351562,144.25999450683594,144.88999938964844,7221759,0.0,0.0,,,,,
2022-10-04 13:30:00-04:00,144.88009643554688,145.52999877929688,144.6300048828125,145.10789489746094,6514479,0.0,0.0,,,,,
2022-10-04 14:30:00-04:00,145.10220336914062,146.08999633789062,145.0399932861328,145.72999572753906,8556836,0.0,0.0,,,,,
2022-10-04 15:30:00-04:00,145.72999572753906,146.22000122070312,145.52000427246094,146.16000366210938,8956216,0.0,0.0,,,,,
2022-10-05 09:30:00-04:00,144.0749969482422,145.32000732421875,143.3509979248047,143.41000366210938,18734253,0.0,0.0,,61.32103520136104,,,
2022-10-05 10:30:00-04:00,143.4149932861328,144.42999267578125,143.00999450683594,144.13999938964844,11287485,0.0,0.0,,63.882362409376306,,,
2022-10-05 11:30:00-04:00,144.14999389648438,145.5299072265625,143.86000061035156,145.08999633789062,8991061,0.0,0.0,0.029303838700766475,66.94963940957625,,,
2022-10-05 12:30:00-04:00,145.08999633789062,146.25999450683594,144.94000244140625,145.86549377441406,7623186,0.0,0.0,0.035186787212520526,69.24569510010177,,,
2022-10-05 13:30:00-04:00,145.86000061035156,146.10000610351562,145.2794952392578,145.95989990234375,6475065,0.0,0.0,0.03513958530027817,69.52326929908894,,,
2022-10-05 14:30:00-04:00,145.9600067138672,147.3800048828125,145.74000549316406,146.76499938964844,10505168,0.0,0.0,0.03300560637545046,71.8561410943269,,,
2022-10-05 15:30:00-04:00,146.77000427246094,147.08999633789062,145.8699951171875,146.4199981689453,9762832,0.0,0.0,0.02443911924085821,69.40445094105935,,,
2022-10-06 09:30:00-04:00,145.80999755859375,147.5399932861328,145.61000061035156,145.72889709472656,20434586,0.0,0.0,0.0195679610905879,64.64616967732712,,,
2022-10-06 10:30:00-04:00,145.72999572753906,146.69000244140625,145.60000610351562,146.52999877929688,9442069,0.0,0.0,0.02774780660358561,67.43335926214367,,,
2022-10-06 11:30:00-04:00,146.52999877929688,146.94000244140625,145.56500244140625,146.07000732421875,7985695,0.0,0.0,0.0023990284871502725,64.29877782188719,,,
2022-10-06 12:30:00-04:00,146.05999755859375,146.52999877929688,145.82000732421875,146.4801025390625,5881933,0.0,0.0,0.008570937185789157,65.82404203489264,,,
2022-10-06 13:30:00-04:00,146.49000549316406,146.5399932861328,145.72000122070312,145.88400268554688,5117142,0.0,0.0,0.002807511271937284,61.69783586311328,,,
2022-10-06 14:30:00-04:00,145.8800048828125,146.16000366210938,145.25,145.8699951171875,7314648,0.0,0.0,0.006740951004280676,61.60011746564871,,,
2022-10-06 15:30:00-04:00,146.0063934326172,146.01499938964844,145.22000122070312,145.49000549316406,7135438,0.0,0.0,0.0026298250290996434,58.875924808163184,,,
2022-10-07 09:30:00-04:00,142.5399932861328,143.00999450683594,141.07000732421875,141.1199951171875,18756043,0.0,0.0,-0.032145007569904384,38.04063799147736,,,
2022-10-07 10:30:00-04:00,141.1199951171875,141.6999969482422,140.8800048828125,141.22999572753906,10860061,0.0,0.0,-0.03431220029605635,38.62937266473778,,,
2022-10-07 11:30:00-04:00,141.24000549316406,141.47999572753906,140.63900756835938,140.6750030517578,7405620,0.0,0.0,-0.019255399264044112,36.73290769676547,,,
2022-10-07 12:30:00-04:00,140.6699981689453,140.72000122070312,139.94000244140625,140.27999877929688,7685803,0.0,0.0,-0.02714462869178615,35.40079960710313,,,
2022-10-07 13:30:00-04:00,140.14500427246094,140.60000610351562,140.03500366210938,140.07789611816406,6175166,0.0,0.0,-0.0351555455675561,34.70727856582225,,,
2022-10-07 14:30:00-04:00,140.07000732421875,140.53500366210938,139.60000610351562,139.72189331054688,8536199,0.0,0.0,-0.043030950960430185,33.46366307329464,-0.8411185269550572,-1.0264927174833391,0.18537419052828202
2022-10-07 15:30:00-04:00,139.72000122070312,140.49000549316406,139.44500732421875,140.0800018310547,13306374,0.0,0.0,-0.04111822473065035,35.94983814946895,-0.957496532635588,-0.914296578531096,-0.04319995410449198
2022-10-10 09:30:00-04:00,140.4199981689453,140.6300048828125,138.57290649414062,140.0500030517578,18501975,0.0,0.0,-0.046833140480106145,35.8290618083068,-1.0401573054330697,-0.7975658810628622,-0.24259142437020756
2022-10-10 10:30:00-04:00,140.04330444335938,140.31500244140625,139.10000610351562,140.02000427246094,9885158,0.0,0.0,-0.04469389165073067,35.699899260450074,-1.0954594396720552,-0.682294412241478,-0.4131650274305771
2022-10-10 11:30:00-04:00,140.02000427246094,140.82000732421875,139.64999389648438,139.74749755859375,7226056,0.0,0.0,-0.041910821057964474,34.483784941107466,-1.148041881681479,-0.5879014834007216,-0.5601403982807575
2022-10-10 12:30:00-04:00,139.75,140.02999877929688,139.05499267578125,139.9499969482422,6892335,0.0,0.0,-0.04594498316379085,36.222413025282194,-1.1600020558003337,-0.4798893260156609,-0.6801127297846727
